Acute Peritonitis,0
Peritoneal Neoplasms,0
pituitary adenoma,0
Parathyroid Carcinoma,0
Hearing Disorders,0
Ganglioglioma,0
Renal Oncocytoma,0
Smoke Inhalation Injury,0
Prader-Willi Syndrome,0
X-linked Alport Syndrome,0
"adenocarcinoma, endometrial",0
Eclampsia,0
Nephrosclerosis,0
"Niemann-Pick Disease, Type C",0
mesothelioma,2
"Carcinoma, Ehrlich Tumor",0
alopecia,4
Gerstmann-Straussler-Scheinker Syndrome,0
Multiple Endocrine Neoplasia Type 1,0
"Liver Diseases, Alcoholic",0
Seminoma,0
Esophagitis,0
esophageal neoplasms,1
Pancreatic Intraductal Papillary Mucinous Neoplasms,0
HIV-Associated Lipodystrophy,0
Osteonecrosis,0
Gastroduodenal Ulcer,0
Sebaceous Carcinoma,0
Gaucher Disease,0
Chronic Alcohol-Induced Alveolar Macrophage Dysfunction,0
"lymphoma, large b-cell, diffuse",1
"Shock, Hemorrhagic",0
Proliferative Vitreoretinal Disease,0
Otitis Media,0
Chorioamnionitis,0
Adenosquamous Pancreas Carcinoma,0
pleural mesothelioma,0
Non Specific Chronic Endometritis,0
"Adenocarcinoma, Ampullary",0
Placenta Cancer,0
